lease_id,no_rent_change,rent_change_10,rent_change_20,lease_length_2,lease_length_3,lease_length_1,age_range_under_24,age_range_24_29,age_range_30_39,age_range_40_49,age_range_50_59,age_range_60,NoFinesViolations,PositiveSurvey,LatePayments,HOA_mandatory,Renewed
BLK20694,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
BLK20695,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
BLK20696,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK20697,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20698,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1
BLK20699,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
BLK20700,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BLK20701,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
BLK20702,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
BLK20703,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
BLK20704,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK20705,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
BLK20706,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK20707,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
BLK20708,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK20709,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK20710,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
BLK20711,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20712,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
BLK20713,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
BLK20714,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
BLK20715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
BLK20716,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK20717,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
BLK20718,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
BLK20719,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20720,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
BLK20721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20722,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
BLK20723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20724,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20725,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK20726,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
BLK20727,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK20728,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20729,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20730,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20731,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20732,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20733,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK20734,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BLK20735,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK20736,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK20737,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK20738,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
BLK20739,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
BLK20740,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
BLK20741,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
BLK20742,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20743,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20744,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
BLK20745,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
BLK20746,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
BLK20747,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK20748,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
BLK20749,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BLK20750,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK20751,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BLK20752,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
BLK20753,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
BLK20754,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
BLK20755,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
BLK20756,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20757,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20758,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
BLK20759,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
BLK20760,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
BLK20761,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1
BLK20762,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK20763,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK20764,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
BLK20765,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
BLK20766,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
BLK20767,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
BLK20768,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK20769,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK20770,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
BLK20771,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
BLK20772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20773,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20774,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
BLK20775,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
BLK20776,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
BLK20777,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20778,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20779,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
BLK20780,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
BLK20781,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20782,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
BLK20783,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK20784,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
BLK20785,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
BLK20786,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20787,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BLK20788,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0
BLK20789,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20790,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BLK20791,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20792,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
BLK20793,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BLK20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20795,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
BLK20796,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20797,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK20798,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK20799,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
BLK20800,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20802,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20803,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK20804,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20805,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
BLK20806,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK20807,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
BLK20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20809,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BLK20810,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK20811,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20812,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
BLK20813,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20814,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
BLK20815,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK20816,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK20817,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
BLK20818,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
BLK20819,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
BLK20820,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
BLK20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20823,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20824,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20825,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
BLK20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20827,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
BLK20828,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
BLK20829,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK20830,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK20831,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK20832,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
BLK20833,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK20834,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
BLK20835,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
BLK20836,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20837,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK20838,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
BLK20839,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20840,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20841,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
BLK20842,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
BLK20843,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
BLK20844,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
BLK20845,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
BLK20846,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20847,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BLK20848,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
BLK20849,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK20850,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
BLK20851,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK20852,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
BLK20853,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
BLK20854,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
BLK20855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK20856,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK20857,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20858,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK20859,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK20860,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
BLK20861,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20862,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
BLK20863,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
BLK20864,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
BLK20865,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
BLK20866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20867,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK20868,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK20869,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
BLK20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20871,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
BLK20872,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
BLK20873,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
BLK20874,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
BLK20875,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20876,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20877,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK20878,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
BLK20879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20880,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK20881,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20882,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK20883,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20884,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
BLK20885,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
BLK20886,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK20887,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK20888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK20889,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
BLK20890,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLK20891,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
BLK20892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20893,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
BLK20894,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1
BLK20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20896,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20897,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK20898,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK20899,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20900,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20904,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK20905,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
BLK20906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BLK20908,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK20909,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
BLK20910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BLK20911,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20912,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
BLK20913,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
BLK20914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20915,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
BLK20916,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
BLK20917,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
BLK20918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
BLK20919,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK20920,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
BLK20921,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20922,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
BLK20923,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
BLK20924,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1
BLK20925,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20926,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
BLK20927,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
BLK20928,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK20929,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
BLK20930,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
BLK20931,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK20932,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK20933,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20934,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK20935,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BLK20936,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
BLK20937,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK20938,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20939,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BLK20940,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
BLK20941,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20942,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BLK20943,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BLK20944,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
BLK20945,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
BLK20946,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
BLK20947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
BLK20948,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BLK20949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20950,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
BLK20951,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
BLK20952,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
BLK20953,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK20954,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
BLK20955,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
BLK20956,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
BLK20957,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BLK20958,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
BLK20959,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
BLK20960,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BLK20961,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK20962,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
BLK20963,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1
BLK20964,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
BLK20965,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK20966,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
BLK20967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK20968,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
BLK20969,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BLK20970,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BLK20971,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
BLK20972,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0
BLK20973,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1
BLK20974,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
BLK20975,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
BLK20976,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
BLK20977,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
BLK20978,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
BLK20979,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
BLK20980,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
BLK20981,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
BLK20982,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
BLK20983,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1
BLK20984,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK20985,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK20986,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
BLK20987,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BLK20988,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0
BLK20989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK20990,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
BLK20991,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
BLK20992,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK20993,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
BLK20994,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
BLK20995,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK20996,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK20997,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
BLK20998,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
BLK20999,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK21001,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
BLK21002,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
BLK21003,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
BLK21004,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
BLK21005,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
BLK21006,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK21007,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
BLK21008,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK21009,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
BLK21010,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK21011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK21012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK21013,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
BLK21014,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
BLK21015,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
BLK21016,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
BLK21017,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK21018,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK21019,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
BLK21020,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
BLK21021,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
BLK21022,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK21023,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK21024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK21025,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
BLK21026,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
BLK21027,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK21028,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK21029,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
BLK21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK21031,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
BLK21032,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK21033,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BLK21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK21035,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
BLK21036,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
BLK21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK21038,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
BLK21039,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
